; Temporary Flags
; These temporary flags are are cleared every time a map is loaded. They are used
; for things like shortening an NPCs introduction text if the player already spoke
; to them once.
0x000	TEMP_FLAGS_START
0x1E9	FLAG_MYSTERY_GIFT_5
0x1EA	FLAG_MYSTERY_GIFT_6
0x1EB	FLAG_MYSTERY_GIFT_7
0x1EC	FLAG_MYSTERY_GIFT_8
0x1ED	FLAG_MYSTERY_GIFT_9
0x1EE	FLAG_MYSTERY_GIFT_10
0x1EF	FLAG_MYSTERY_GIFT_11
0x1F0	FLAG_MYSTERY_GIFT_12
0x1F1	FLAG_MYSTERY_GIFT_13
0x1F2	FLAG_MYSTERY_GIFT_14
0x1F3	FLAG_MYSTERY_GIFT_15

; Hidden Items
0x1F4	FLAG_HIDDEN_ITEMS_START
0x1F4	FLAG_HIDDEN_ITEM_LAVARIDGE_TOWN_ICE_HEAL
0x1F5	FLAG_HIDDEN_ITEM_TRICK_HOUSE_NUGGET
0x1F6	FLAG_HIDDEN_ITEM_ROUTE_111_STARDUST
0x1F7	FLAG_HIDDEN_ITEM_ROUTE_113_ETHER
0x1F8	FLAG_HIDDEN_ITEM_ROUTE_114_CARBOS
0x1F9	FLAG_HIDDEN_ITEM_ROUTE_119_CALCIUM
0x1FA	FLAG_HIDDEN_ITEM_ROUTE_119_ULTRA_BALL
0x1FB	FLAG_HIDDEN_ITEM_ROUTE_123_SUPER_REPEL
0x1FC	FLAG_HIDDEN_ITEM_UNDERWATER_124_CARBOS
0x1FD	FLAG_HIDDEN_ITEM_UNDERWATER_124_GREEN_SHARD
0x1FE	FLAG_HIDDEN_ITEM_UNDERWATER_124_PEARL
0x1FF	FLAG_HIDDEN_ITEM_UNDERWATER_124_BIG_PEARL
0x200	FLAG_HIDDEN_ITEM_UNDERWATER_126_BLUE_SHARD
0x201	FLAG_HIDDEN_ITEM_UNDERWATER_124_HEART_SCALE_1
0x202	FLAG_HIDDEN_ITEM_UNDERWATER_126_HEART_SCALE
0x203	FLAG_HIDDEN_ITEM_UNDERWATER_126_ULTRA_BALL
0x204	FLAG_HIDDEN_ITEM_UNDERWATER_126_STARDUST
0x205	FLAG_HIDDEN_ITEM_UNDERWATER_126_PEARL
0x206	FLAG_HIDDEN_ITEM_UNDERWATER_126_YELLOW_SHARD
0x207	FLAG_HIDDEN_ITEM_UNDERWATER_126_IRON
0x208	FLAG_HIDDEN_ITEM_UNDERWATER_126_BIG_PEARL
0x209	FLAG_HIDDEN_ITEM_UNDERWATER_127_STAR_PIECE
0x20A	FLAG_HIDDEN_ITEM_UNDERWATER_127_HP_UP
0x20B	FLAG_HIDDEN_ITEM_UNDERWATER_127_HEART_SCALE
0x20C	FLAG_HIDDEN_ITEM_UNDERWATER_127_RED_SHARD
0x20D	FLAG_HIDDEN_ITEM_UNDERWATER_128_PROTEIN
0x20E	FLAG_HIDDEN_ITEM_UNDERWATER_128_PEARL
0x20F	FLAG_HIDDEN_ITEM_LILYCOVE_CITY_HEART_SCALE
0x210	FLAG_HIDDEN_ITEM_FALLARBOR_TOWN_NUGGET
0x211	FLAG_HIDDEN_ITEM_MT_PYRE_EXTERIOR_ULTRA_BALL
0x212	FLAG_HIDDEN_ITEM_ROUTE_113_TM_32
0x213	FLAG_HIDDEN_ITEM_ABANDONED_SHIP_RM_1_KEY
0x214	FLAG_HIDDEN_ITEM_ABANDONED_SHIP_RM_2_KEY
0x215	FLAG_HIDDEN_ITEM_ABANDONED_SHIP_RM_4_KEY
0x216	FLAG_HIDDEN_ITEM_ABANDONED_SHIP_RM_6_KEY
0x217	FLAG_HIDDEN_ITEM_SS_TIDAL_LOWER_DECK_LEFTOVERS
0x218	FLAG_HIDDEN_ITEM_UNDERWATER_124_CALCIUM
0x219	FLAG_HIDDEN_ITEM_ROUTE_104_POTION
0x21A	FLAG_HIDDEN_ITEM_UNDERWATER_124_HEART_SCALE_2
0x21B	FLAG_HIDDEN_ITEM_ROUTE_121_HP_UP
0x21C	FLAG_HIDDEN_ITEM_ROUTE_121_NUGGET
0x21D	FLAG_HIDDEN_ITEM_ROUTE_123_REVIVE
0x21E	FLAG_HIDDEN_ITEM_ROUTE_113_REVIVE
0x21F	FLAG_HIDDEN_ITEM_LILYCOVE_CITY_PP_UP
0x220	FLAG_HIDDEN_ITEM_ROUTE_104_SUPER_POTION
0x221	FLAG_HIDDEN_ITEM_ROUTE_116_SUPER_POTION
0x222	FLAG_HIDDEN_ITEM_ROUTE_106_STARDUST
0x223	FLAG_HIDDEN_ITEM_ROUTE_106_HEART_SCALE
0x224	FLAG_HIDDEN_ITEM_GRANITE_CAVE_B2F_EVERSTONE_1
0x225	FLAG_HIDDEN_ITEM_GRANITE_CAVE_B2F_EVERSTONE_2
0x226	FLAG_HIDDEN_ITEM_ROUTE_109_REVIVE
0x227	FLAG_HIDDEN_ITEM_ROUTE_109_GREAT_BALL
0x228	FLAG_HIDDEN_ITEM_ROUTE_109_HEART_SCALE_1
0x229	FLAG_HIDDEN_ITEM_ROUTE_110_GREAT_BALL
0x22A	FLAG_HIDDEN_ITEM_ROUTE_110_REVIVE
0x22B	FLAG_HIDDEN_ITEM_ROUTE_110_FULL_HEAL
0x22C	FLAG_HIDDEN_ITEM_ROUTE_111_PROTEIN
0x22D	FLAG_HIDDEN_ITEM_ROUTE_111_RARE_CANDY
0x22E	FLAG_HIDDEN_ITEM_PETALBURG_WOODS_POTION
0x22F	FLAG_HIDDEN_ITEM_PETALBURG_WOODS_TINY_MUSHROOM_1
0x230	FLAG_HIDDEN_ITEM_PETALBURG_WOODS_TINY_MUSHROOM_2
0x231	FLAG_HIDDEN_ITEM_PETALBURG_WOODS_POKE_BALL
0x232	FLAG_HIDDEN_ITEM_ROUTE_104_POKE_BALL
0x233	FLAG_HIDDEN_ITEM_ROUTE_106_POKE_BALL
0x234	FLAG_HIDDEN_ITEM_ROUTE_109_ETHER
0x235	FLAG_HIDDEN_ITEM_ROUTE_110_POKE_BALL
0x236	FLAG_HIDDEN_ITEM_ROUTE_118_HEART_SCALE
0x237	FLAG_HIDDEN_ITEM_ROUTE_118_IRON
0x238	FLAG_HIDDEN_ITEM_ROUTE_119_FULL_HEAL
0x239	FLAG_HIDDEN_ITEM_ROUTE_120_RARE_CANDY_2
0x23A	FLAG_HIDDEN_ITEM_ROUTE_120_ZINC
0x23B	FLAG_HIDDEN_ITEM_ROUTE_120_RARE_CANDY_1
0x23C	FLAG_HIDDEN_ITEM_ROUTE_117_REPEL
0x23D	FLAG_HIDDEN_ITEM_ROUTE_121_FULL_HEAL
0x23E	FLAG_HIDDEN_ITEM_ROUTE_123_HYPER_POTION
0x23F	FLAG_HIDDEN_ITEM_LILYCOVE_CITY_POKE_BALL
0x240	FLAG_HIDDEN_ITEM_JAGGED_PASS_GREAT_BALL
0x241	FLAG_HIDDEN_ITEM_JAGGED_PASS_FULL_HEAL
0x242	FLAG_HIDDEN_ITEM_MT_PYRE_EXTERIOR_MAX_ETHER
0x243	FLAG_HIDDEN_ITEM_MT_PYRE_SUMMIT_ZINC
0x244	FLAG_HIDDEN_ITEM_MT_PYRE_SUMMIT_RARE_CANDY
0x245	FLAG_HIDDEN_ITEM_VICTORY_ROAD_1F_ULTRA_BALL
0x246	FLAG_HIDDEN_ITEM_VICTORY_ROAD_B2F_ELIXIR
0x247	FLAG_HIDDEN_ITEM_VICTORY_ROAD_B2F_MAX_REPEL
0x248	FLAG_HIDDEN_ITEM_ROUTE_120_REVIVE
0x249	FLAG_HIDDEN_ITEM_ROUTE_104_ANTIDOTE
0x24A	FLAG_HIDDEN_ITEM_ROUTE_108_RARE_CANDY
0x24B	FLAG_HIDDEN_ITEM_ROUTE_119_MAX_ETHER
0x24C	FLAG_HIDDEN_ITEM_ROUTE_104_HEART_SCALE
0x24D	FLAG_HIDDEN_ITEM_ROUTE_105_HEART_SCALE
0x24E	FLAG_HIDDEN_ITEM_ROUTE_109_HEART_SCALE_2
0x24F	FLAG_HIDDEN_ITEM_ROUTE_109_HEART_SCALE_3
0x250	FLAG_HIDDEN_ITEM_ROUTE_128_HEART_SCALE_1
0x251	FLAG_HIDDEN_ITEM_ROUTE_128_HEART_SCALE_2
0x252	FLAG_HIDDEN_ITEM_ROUTE_128_HEART_SCALE_3
0x253	FLAG_HIDDEN_ITEM_PETALBURG_CITY_RARE_CANDY
0x254	FLAG_HIDDEN_ITEM_ROUTE_116_BLACK_GLASSES
0x255	FLAG_HIDDEN_ITEM_ROUTE_115_HEART_SCALE
0x256	FLAG_HIDDEN_ITEM_ROUTE_113_NUGGET
0x257	FLAG_HIDDEN_ITEM_ROUTE_123_PP_UP
0x258	FLAG_HIDDEN_ITEM_ROUTE_121_MAX_REVIVE
0x259	FLAG_HIDDEN_ITEM_ARTISAN_CAVE_B1F_CALCIUM
0x25A	FLAG_HIDDEN_ITEM_ARTISAN_CAVE_B1F_ZINC
0x25B	FLAG_HIDDEN_ITEM_ARTISAN_CAVE_B1F_PROTEIN
0x25C	FLAG_HIDDEN_ITEM_ARTISAN_CAVE_B1F_IRON
0x25D	FLAG_HIDDEN_ITEM_SAFARI_ZONE_SOUTH_EAST_FULL_RESTORE
0x25E	FLAG_HIDDEN_ITEM_SAFARI_ZONE_NORTH_EAST_RARE_CANDY
0x25F	FLAG_HIDDEN_ITEM_SAFARI_ZONE_NORTH_EAST_ZINC
0x260	FLAG_HIDDEN_ITEM_SAFARI_ZONE_SOUTH_EAST_PP_UP
0x261	FLAG_HIDDEN_ITEM_NAVEL_ROCK_TOP_SACRED_ASH
0x262	FLAG_HIDDEN_ITEM_ROUTE_123_RARE_CANDY
0x263	FLAG_HIDDEN_ITEM_ROUTE_105_BIG_PEARL

0x264	FLAG_UNUSED_0x264 ; Unused Flag
0x265	FLAG_UNUSED_0x265 ; Unused Flag
0x266	FLAG_UNUSED_0x266 ; Unused Flag
0x267	FLAG_UNUSED_0x267 ; Unused Flag
0x268	FLAG_UNUSED_0x268 ; Unused Flag
0x269	FLAG_UNUSED_0x269 ; Unused Flag
0x26A	FLAG_UNUSED_0x26A ; Unused Flag
0x26B	FLAG_UNUSED_0x26B ; Unused Flag
0x26C	FLAG_UNUSED_0x26C ; Unused Flag
0x26D	FLAG_UNUSED_0x26D ; Unused Flag
0x26E	FLAG_UNUSED_0x26E ; Unused Flag
0x26F	FLAG_UNUSED_0x26F ; Unused Flag
0x270	FLAG_UNUSED_0x270 ; Unused Flag
0x271	FLAG_UNUSED_0x271 ; Unused Flag
0x272	FLAG_UNUSED_0x272 ; Unused Flag
0x273	FLAG_UNUSED_0x273 ; Unused Flag
0x274	FLAG_UNUSED_0x274 ; Unused Flag
0x275	FLAG_UNUSED_0x275 ; Unused Flag
0x276	FLAG_UNUSED_0x276 ; Unused Flag
0x277	FLAG_UNUSED_0x277 ; Unused Flag
0x278	FLAG_UNUSED_0x278 ; Unused Flag
0x279	FLAG_UNUSED_0x279 ; Unused Flag
0x27A	FLAG_UNUSED_0x27A ; Unused Flag
0x27B	FLAG_UNUSED_0x27B ; Unused Flag
0x27C	FLAG_UNUSED_0x27C ; Unused Flag
0x27D	FLAG_UNUSED_0x27D ; Unused Flag
0x27E	FLAG_UNUSED_0x27E ; Unused Flag
0x27F	FLAG_UNUSED_0x27F ; Unused Flag
0x280	FLAG_UNUSED_0x280 ; Unused Flag
0x281	FLAG_UNUSED_0x281 ; Unused Flag
0x282	FLAG_UNUSED_0x282 ; Unused Flag
0x283	FLAG_UNUSED_0x283 ; Unused Flag
0x284	FLAG_UNUSED_0x284 ; Unused Flag
0x285	FLAG_UNUSED_0x285 ; Unused Flag
0x286	FLAG_UNUSED_0x286 ; Unused Flag
0x287	FLAG_UNUSED_0x287 ; Unused Flag
0x288	FLAG_UNUSED_0x288 ; Unused Flag
0x289	FLAG_UNUSED_0x289 ; Unused Flag
0x28A	FLAG_UNUSED_0x28A ; Unused Flag
0x28B	FLAG_UNUSED_0x28B ; Unused Flag
0x28C	FLAG_UNUSED_0x28C ; Unused Flag
0x28D	FLAG_UNUSED_0x28D ; Unused Flag
0x28E	FLAG_UNUSED_0x28E ; Unused Flag
0x28F	FLAG_UNUSED_0x28F ; Unused Flag
0x290	FLAG_UNUSED_0x290 ; Unused Flag
0x291	FLAG_UNUSED_0x291 ; Unused Flag
0x292	FLAG_UNUSED_0x292 ; Unused Flag
0x293	FLAG_UNUSED_0x293 ; Unused Flag
0x294	FLAG_UNUSED_0x294 ; Unused Flag
0x295	FLAG_UNUSED_0x295 ; Unused Flag
0x296	FLAG_UNUSED_0x296 ; Unused Flag
0x297	FLAG_UNUSED_0x297 ; Unused Flag
0x298	FLAG_UNUSED_0x298 ; Unused Flag
0x299	FLAG_UNUSED_0x299 ; Unused Flag
0x29A	FLAG_UNUSED_0x29A ; Unused Flag
0x29B	FLAG_UNUSED_0x29B ; Unused Flag
0x29C	FLAG_UNUSED_0x29C ; Unused Flag
0x29D	FLAG_UNUSED_0x29D ; Unused Flag
0x29E	FLAG_UNUSED_0x29E ; Unused Flag
0x29F	FLAG_UNUSED_0x29F ; Unused Flag
0x2A0	FLAG_UNUSED_0x2A0 ; Unused Flag
0x2A1	FLAG_UNUSED_0x2A1 ; Unused Flag
0x2A2	FLAG_UNUSED_0x2A2 ; Unused Flag
0x2A3	FLAG_UNUSED_0x2A3 ; Unused Flag
0x2A4	FLAG_UNUSED_0x2A4 ; Unused Flag
0x2A5	FLAG_UNUSED_0x2A5 ; Unused Flag
0x2A6	FLAG_UNUSED_0x2A6 ; Unused Flag
0x2A7	FLAG_UNUSED_0x2A7 ; Unused Flag
0x2A8	FLAG_UNUSED_0x2A8 ; Unused Flag
0x2A9	FLAG_UNUSED_0x2A9 ; Unused Flag
0x2AA	FLAG_UNUSED_0x2AA ; Unused Flag
0x2AB	FLAG_UNUSED_0x2AB ; Unused Flag
0x2AC	FLAG_UNUSED_0x2AC ; Unused Flag
0x2AD	FLAG_UNUSED_0x2AD ; Unused Flag
0x2AE	FLAG_UNUSED_0x2AE ; Unused Flag
0x2AF	FLAG_UNUSED_0x2AF ; Unused Flag
0x2B0	FLAG_UNUSED_0x2B0 ; Unused Flag
0x2B1	FLAG_UNUSED_0x2B1 ; Unused Flag
0x2B2	FLAG_UNUSED_0x2B2 ; Unused Flag
0x2B3	FLAG_UNUSED_0x2B3 ; Unused Flag
0x2B4	FLAG_UNUSED_0x2B4 ; Unused Flag
0x2B5	FLAG_UNUSED_0x2B5 ; Unused Flag
0x2B6	FLAG_UNUSED_0x2B6 ; Unused Flag
0x2B7	FLAG_UNUSED_0x2B7 ; Unused Flag
0x2B8	FLAG_UNUSED_0x2B8 ; Unused Flag
0x2B9	FLAG_UNUSED_0x2B9 ; Unused Flag
0x2BA	FLAG_UNUSED_0x2BA ; Unused Flag
0x2BB	FLAG_UNUSED_0x2BB ; Unused Flag

; Event Flags
0x2BC	FLAG_HIDE_ROUTE_101_BIRCH_STARTERS_BAG
0x2BD	FLAG_HIDE_APPRENTICE
0x2BE	FLAG_HIDE_POKEMON_CENTER_2F_MYSTERY_GIFT_MAN
0x2BF	FLAG_HIDE_UNION_ROOM_PLAYER_1
0x2C0	FLAG_HIDE_UNION_ROOM_PLAYER_2
0x2C1	FLAG_HIDE_UNION_ROOM_PLAYER_3
0x2C2	FLAG_HIDE_UNION_ROOM_PLAYER_4
0x2C3	FLAG_HIDE_UNION_ROOM_PLAYER_5
0x2C4	FLAG_HIDE_UNION_ROOM_PLAYER_6
0x2C5	FLAG_HIDE_UNION_ROOM_PLAYER_7
0x2C6	FLAG_HIDE_UNION_ROOM_PLAYER_8
0x2C7	FLAG_HIDE_BATTLE_TOWER_MULTI_BATTLE_PARTNER_1
0x2C8	FLAG_HIDE_BATTLE_TOWER_MULTI_BATTLE_PARTNER_2
0x2C9	FLAG_HIDE_BATTLE_TOWER_MULTI_BATTLE_PARTNER_3
0x2CA	FLAG_HIDE_BATTLE_TOWER_MULTI_BATTLE_PARTNER_4
0x2CB	FLAG_HIDE_BATTLE_TOWER_MULTI_BATTLE_PARTNER_5
0x2CC	FLAG_HIDE_BATTLE_TOWER_MULTI_BATTLE_PARTNER_6
0x2CD	FLAG_HIDE_SAFARI_ZONE_SOUTH_CONSTRUCTION_WORKERS
0x2CE	FLAG_HIDE_MEW
0x2CF	FLAG_HIDE_ROUTE_104_RIVAL
0x2D0	FLAG_HIDE_ROUTE_101_BIRCH_ZIGZAGOON_BATTLE
0x2D1	FLAG_HIDE_LITTLEROOT_TOWN_BIRCHS_LAB_BIRCH
0x2D2	FLAG_HIDE_LITTLEROOT_TOWN_MAYS_HOUSE_RIVAL_BEDROOM
0x2D3	FLAG_HIDE_ROUTE_103_RIVAL
0x2D4	FLAG_HIDE_PETALBURG_WOODS_DEVON_EMPLOYEE
0x2D5	FLAG_HIDE_PETALBURG_WOODS_AQUA_GRUNT
0x2D6	FLAG_HIDE_PETALBURG_CITY_WALLY
0x2D7	FLAG_HIDE_MOSSDEEP_CITY_STEVENS_HOUSE_INVISIBLE_NINJA_BOY
0x2D8	FLAG_HIDE_PETALBURG_CITY_WALLYS_MOM

0x2D9	FLAG_UNUSED_0x2D9 ; Unused Flag

0x2DA	FLAG_HIDE_LILYCOVE_FAN_CLUB_INTERVIEWER
0x2DB	FLAG_HIDE_RUSTBORO_CITY_AQUA_GRUNT
0x2DC	FLAG_HIDE_RUSTBORO_CITY_DEVON_EMPLOYEE_1
0x2DD	FLAG_HIDE_SEAFLOOR_CAVERN_ROOM_9_KYOGRE_ASLEEP
0x2DE	FLAG_HIDE_PLAYERS_HOUSE_DAD
0x2DF	FLAG_HIDE_LITTLEROOT_TOWN_BRENDANS_HOUSE_RIVAL_SIBLING
0x2E0	FLAG_HIDE_LITTLEROOT_TOWN_MAYS_HOUSE_RIVAL_SIBLING
0x2E1	FLAG_HIDE_MOSSDEEP_CITY_SPACE_CENTER_MAGMA_NOTE
0x2E2	FLAG_HIDE_ROUTE_104_MR_BRINEY
0x2E3	FLAG_HIDE_BRINEYS_HOUSE_MR_BRINEY
0x2E4	FLAG_HIDE_MR_BRINEY_DEWFORD_TOWN
0x2E5	FLAG_HIDE_ROUTE_109_MR_BRINEY
0x2E6	FLAG_HIDE_ROUTE_104_MR_BRINEY_BOAT
0x2E7	FLAG_HIDE_MR_BRINEY_BOAT_DEWFORD_TOWN
0x2E8	FLAG_HIDE_ROUTE_109_MR_BRINEY_BOAT
0x2E9	FLAG_HIDE_LITTLEROOT_TOWN_BRENDANS_HOUSE_BRENDAN
0x2EA	FLAG_HIDE_LITTLEROOT_TOWN_MAYS_HOUSE_MAY
0x2EB	FLAG_HIDE_SAFARI_ZONE_SOUTH_EAST_EXPANSION
0x2EC	FLAG_HIDE_LILYCOVE_HARBOR_EVENT_TICKET_TAKER
0x2ED	FLAG_HIDE_SLATEPORT_CITY_SCOTT
0x2EE	FLAG_HIDE_ROUTE_101_ZIGZAGOON
0x2EF	FLAG_HIDE_VICTORY_ROAD_EXIT_WALLY
0x2F0	FLAG_HIDE_LITTLEROOT_TOWN_MOM_OUTSIDE
0x2F1	FLAG_HIDE_MOSSDEEP_CITY_SPACE_CENTER_1F_STEVEN
0x2F2	FLAG_HIDE_LITTLEROOT_TOWN_PLAYERS_HOUSE_VIGOROTH_1
0x2F3	FLAG_HIDE_LITTLEROOT_TOWN_PLAYERS_HOUSE_VIGOROTH_2
0x2F4	FLAG_HIDE_MOSSDEEP_CITY_SPACE_CENTER_1F_TEAM_MAGMA
0x2F5	FLAG_HIDE_LITTLEROOT_TOWN_PLAYERS_BEDROOM_MOM
0x2F6	FLAG_HIDE_LITTLEROOT_TOWN_BRENDANS_HOUSE_MOM
0x2F7	FLAG_HIDE_LITTLEROOT_TOWN_MAYS_HOUSE_MOM
0x2F8	FLAG_HIDE_LITTLEROOT_TOWN_BRENDANS_HOUSE_RIVAL_BEDROOM
0x2F9	FLAG_HIDE_LITTLEROOT_TOWN_BRENDANS_HOUSE_TRUCK
0x2FA	FLAG_HIDE_LITTLEROOT_TOWN_MAYS_HOUSE_TRUCK
0x2FB	FLAG_HIDE_DEOXYS
0x2FC	FLAG_HIDE_BIRTH_ISLAND_DEOXYS_TRIANGLE
0x2FD	FLAG_HIDE_MAUVILLE_CITY_SCOTT
0x2FE	FLAG_HIDE_VERDANTURF_TOWN_SCOTT
0x2FF	FLAG_HIDE_FALLARBOR_TOWN_BATTLE_TENT_SCOTT
0x300	FLAG_HIDE_ROUTE_111_VICTOR_WINSTRATE
0x301	FLAG_HIDE_ROUTE_111_VICTORIA_WINSTRATE
0x302	FLAG_HIDE_ROUTE_111_VIVI_WINSTRATE
0x303	FLAG_HIDE_ROUTE_111_VICKY_WINSTRATE
0x304	FLAG_HIDE_PETALBURG_GYM_NORMAN
0x305	FLAG_HIDE_SKY_PILLAR_TOP_RAYQUAZA
0x306	FLAG_HIDE_LILYCOVE_CONTEST_HALL_CONTEST_ATTENDANT_1
0x307	FLAG_HIDE_LILYCOVE_MUSEUM_CURATOR
0x308	FLAG_HIDE_LILYCOVE_MUSEUM_PATRON_1
0x309	FLAG_HIDE_LILYCOVE_MUSEUM_PATRON_2
0x30A	FLAG_HIDE_LILYCOVE_MUSEUM_PATRON_3
0x30B	FLAG_HIDE_LILYCOVE_MUSEUM_PATRON_4
0x30C	FLAG_HIDE_LILYCOVE_MUSEUM_TOURISTS
0x30D	FLAG_HIDE_PETALBURG_GYM_GREETER
0x30E	FLAG_HIDE_MARINE_CAVE_KYOGRE
0x30F	FLAG_HIDE_TERRA_CAVE_GROUDON
0x310	FLAG_HIDE_LITTLEROOT_TOWN_BRENDANS_HOUSE_RIVAL_MOM
0x311	FLAG_HIDE_LITTLEROOT_TOWN_MAYS_HOUSE_RIVAL_MOM
0x312	FLAG_HIDE_ROUTE_119_SCOTT
0x313	FLAG_HIDE_LILYCOVE_MOTEL_SCOTT
0x314	FLAG_HIDE_MOSSDEEP_CITY_SCOTT
0x315	FLAG_HIDE_FANCLUB_OLD_LADY
0x316	FLAG_HIDE_FANCLUB_BOY
0x317	FLAG_HIDE_FANCLUB_LITTLE_BOY
0x318	FLAG_HIDE_FANCLUB_LADY
0x319	FLAG_HIDE_EVER_GRANDE_POKEMON_CENTER_1F_SCOTT
0x31A	FLAG_HIDE_LITTLEROOT_TOWN_RIVAL
0x31B	FLAG_HIDE_LITTLEROOT_TOWN_BIRCH
0x31C	FLAG_HIDE_ROUTE_111_GABBY_AND_TY_1
0x31D	FLAG_HIDE_ROUTE_118_GABBY_AND_TY_1
0x31E	FLAG_HIDE_ROUTE_120_GABBY_AND_TY_1
0x31F	FLAG_HIDE_ROUTE_111_GABBY_AND_TY_3
0x320	FLAG_HIDE_LUGIA
0x321	FLAG_HIDE_HO_OH
0x322	FLAG_HIDE_LILYCOVE_CONTEST_HALL_REPORTER
0x323	FLAG_HIDE_SLATEPORT_CITY_CONTEST_REPORTER
0x324	FLAG_HIDE_MAUVILLE_CITY_WALLY
0x325	FLAG_HIDE_MAUVILLE_CITY_WALLYS_UNCLE
0x326	FLAG_HIDE_VERDANTURF_TOWN_WANDAS_HOUSE_WALLY
0x327	FLAG_HIDE_RUSTURF_TUNNEL_WANDAS_BOYFRIEND
0x328	FLAG_HIDE_VERDANTURF_TOWN_WANDAS_HOUSE_WANDAS_BOYFRIEND
0x329	FLAG_HIDE_VERDANTURF_TOWN_WANDAS_HOUSE_WALLYS_UNCLE
0x32A	FLAG_HIDE_SS_TIDAL_CORRIDOR_SCOTT
0x32B	FLAG_HIDE_LITTLEROOT_TOWN_BIRCHS_LAB_POKEBALL_CYNDAQUIL
0x32C	FLAG_HIDE_LITTLEROOT_TOWN_BIRCHS_LAB_POKEBALL_TOTODILE
0x32D	FLAG_HIDE_ROUTE_116_DROPPED_GLASSES_MAN
0x32E	FLAG_HIDE_RUSTBORO_CITY_RIVAL
0x32F	FLAG_HIDE_LITTLEROOT_TOWN_BRENDANS_HOUSE_2F_SWABLU_DOLL
0x330	FLAG_HIDE_SOOTOPOLIS_CITY_WALLACE
0x331	FLAG_HIDE_LITTLEROOT_TOWN_BRENDANS_HOUSE_2F_POKE_BALL
0x332	FLAG_HIDE_LITTLEROOT_TOWN_MAYS_HOUSE_2F_POKE_BALL
0x333	FLAG_HIDE_ROUTE_112_TEAM_MAGMA
0x334	FLAG_HIDE_CAVE_OF_ORIGIN_B1F_WALLACE
0x335	FLAG_HIDE_AQUA_HIDEOUT_1F_GRUNT_1_BLOCKING_ENTRANCE
0x336	FLAG_HIDE_AQUA_HIDEOUT_1F_GRUNT_2_BLOCKING_ENTRANCE
0x337	FLAG_HIDE_MOSSDEEP_CITY_TEAM_MAGMA
0x338	FLAG_HIDE_PETALBURG_GYM_WALLYS_DAD
0x339	FLAG_HIDE_LEGEND_MON_CAVE_OF_ORIGIN ; Unused, leftover from R/S
0x33A	FLAG_HIDE_SOOTOPOLIS_CITY_ARCHIE
0x33B	FLAG_HIDE_SOOTOPOLIS_CITY_MAXIE
0x33C	FLAG_HIDE_SEAFLOOR_CAVERN_ROOM_9_ARCHIE
0x33D	FLAG_HIDE_SEAFLOOR_CAVERN_ROOM_9_MAXIE
0x33E	FLAG_HIDE_PETALBURG_CITY_WALLYS_DAD
0x33F	FLAG_HIDE_SEAFLOOR_CAVERN_ROOM_9_MAGMA_GRUNTS
0x340	FLAG_HIDE_LILYCOVE_CONTEST_HALL_BLEND_MASTER
0x341	FLAG_HIDE_GRANITE_CAVE_STEVEN
0x342	FLAG_HIDE_ROUTE_128_STEVEN
0x343	FLAG_HIDE_SLATEPORT_CITY_GABBY_AND_TY
0x344	FLAG_HIDE_BATTLE_FRONTIER_RECEPTION_GATE_SCOTT
0x345	FLAG_HIDE_ROUTE_110_BIRCH
0x346	FLAG_HIDE_LITTLEROOT_TOWN_BIRCHS_LAB_POKEBALL_CHIKORITA
0x347	FLAG_HIDE_SOOTOPOLIS_CITY_MAN_1
0x348	FLAG_HIDE_SLATEPORT_CITY_CAPTAIN_STERN
0x349	FLAG_HIDE_SLATEPORT_CITY_HARBOR_CAPTAIN_STERN
0x34A	FLAG_HIDE_BATTLE_FRONTIER_SUDOWOODO
0x34B	FLAG_HIDE_ROUTE_111_ROCK_SMASH_TIP_GUY
0x34C	FLAG_HIDE_RUSTBORO_CITY_SCIENTIST
0x34D	FLAG_HIDE_SLATEPORT_CITY_HARBOR_AQUA_GRUNT
0x34E	FLAG_HIDE_SLATEPORT_CITY_HARBOR_ARCHIE
0x34F	FLAG_HIDE_JAGGED_PASS_MAGMA_GUARD
0x350	FLAG_HIDE_SLATEPORT_CITY_HARBOR_SUBMARINE_SHADOW
0x351	FLAG_HIDE_LITTLEROOT_TOWN_MAYS_HOUSE_2F_PICHU_DOLL
0x352	FLAG_HIDE_MAGMA_HIDEOUT_4F_GROUDON_ASLEEP
0x353	FLAG_HIDE_ROUTE_119_RIVAL
0x354	FLAG_HIDE_LILYCOVE_CITY_AQUA_GRUNTS
0x355	FLAG_HIDE_MAGMA_HIDEOUT_4F_GROUDON
0x356	FLAG_HIDE_SOOTOPOLIS_CITY_RESIDENTS
0x357	FLAG_HIDE_SKY_PILLAR_WALLACE
0x358	FLAG_HIDE_MT_PYRE_SUMMIT_MAXIE
0x359	FLAG_HIDE_MAGMA_HIDEOUT_GRUNTS
0x35A	FLAG_HIDE_VICTORY_ROAD_ENTRANCE_WALLY
0x35B	FLAG_HIDE_SEAFLOOR_CAVERN_ROOM_9_KYOGRE
0x35C	FLAG_HIDE_SLATEPORT_CITY_HARBOR_SS_TIDAL
0x35D	FLAG_HIDE_LILYCOVE_HARBOR_SSTIDAL
0x35E	FLAG_HIDE_MOSSDEEP_CITY_SPACE_CENTER_2F_TEAM_MAGMA
