//----------------------------------------------------------------------	
//	汎用フラグ
//	(    1         -     99        )
//----------------------------------------------------------------------	
0x000	// FH_00
0x310	FV_FLD_HIDDEN_ITEM_54
0x311	FV_FLD_HIDDEN_ITEM_55
0x312	FV_FLD_HIDDEN_ITEM_56
0x313	FV_FLD_HIDDEN_ITEM_57
0x314	FV_FLD_HIDDEN_ITEM_58
0x315	FV_FLD_HIDDEN_ITEM_59
0x316	FV_FLD_HIDDEN_ITEM_60
0x317	FV_FLD_HIDDEN_ITEM_61
0x318	FV_FLD_HIDDEN_ITEM_62
0x319	FV_FLD_HIDDEN_ITEM_63
0x31A	FV_FLD_HIDDEN_ITEM_64
0x31B	FV_FLD_HIDDEN_ITEM_65
0x31C	FV_FLD_HIDDEN_ITEM_66
0x31D	FV_FLD_HIDDEN_ITEM_67
0x31E	FV_FLD_HIDDEN_ITEM_68
0x31F	FV_FLD_HIDDEN_ITEM_69
0x320	FV_FLD_HIDDEN_ITEM_70
0x321	FV_FLD_HIDDEN_ITEM_71
0x322	FV_FLD_HIDDEN_ITEM_72
0x323	FV_FLD_HIDDEN_ITEM_73
0x324	FV_FLD_HIDDEN_ITEM_74
0x325	FV_FLD_HIDDEN_ITEM_75
0x326	FV_FLD_HIDDEN_ITEM_76
0x327	FV_FLD_HIDDEN_ITEM_77
0x328	FV_FLD_HIDDEN_ITEM_78
0x329	FV_FLD_HIDDEN_ITEM_79
0x32A	FV_FLD_HIDDEN_ITEM_80
0x32B	FV_FLD_HIDDEN_ITEM_81
0x32C	FV_FLD_HIDDEN_ITEM_82
0x32D	FV_FLD_HIDDEN_ITEM_83
0x32E	FV_FLD_HIDDEN_ITEM_84
0x32F	FV_FLD_HIDDEN_ITEM_85
0x330	FV_FLD_HIDDEN_ITEM_86
0x331	FV_FLD_HIDDEN_ITEM_87
0x332	FV_FLD_HIDDEN_ITEM_88
0x333	FV_FLD_HIDDEN_ITEM_89
0x334	FV_FLD_HIDDEN_ITEM_90
0x335	FV_FLD_HIDDEN_ITEM_91
0x336	FV_FLD_HIDDEN_ITEM_92
0x337	FV_FLD_HIDDEN_ITEM_93
0x338	FV_FLD_HIDDEN_ITEM_94
0x339	FV_FLD_HIDDEN_ITEM_95
0x33A	FV_FLD_HIDDEN_ITEM_96
0x33B	FV_FLD_HIDDEN_ITEM_97
0x33C	FV_FLD_HIDDEN_ITEM_98
0x33D	FV_FLD_HIDDEN_ITEM_99
0x33E	FV_FLD_HIDDEN_ITEM_100
0x33F	FV_FLD_HIDDEN_ITEM_101
0x340	FV_FLD_HIDDEN_ITEM_102
0x341	FV_FLD_HIDDEN_ITEM_103
0x342	FV_FLD_HIDDEN_ITEM_104
0x343	FV_FLD_HIDDEN_ITEM_105
0x344	FV_FLD_HIDDEN_ITEM_106
0x345	FV_FLD_HIDDEN_ITEM_107
0x346	FV_FLD_HIDDEN_ITEM_108
0x347	FV_FLD_HIDDEN_ITEM_109
0x348	FV_FLD_HIDDEN_ITEM_110
0x349	FV_FLD_HIDDEN_ITEM_111
0x34A	FV_FLD_HIDDEN_ITEM_112
0x34B	FV_FLD_HIDDEN_ITEM_113
0x34C	FV_FLD_HIDDEN_ITEM_114
0x34D	FV_FLD_HIDDEN_ITEM_115
0x34E	FV_FLD_HIDDEN_ITEM_116
0x34F	FV_FLD_HIDDEN_ITEM_117
0x350	FV_FLD_HIDDEN_ITEM_118
0x351	FV_FLD_HIDDEN_ITEM_119
0x352	FV_FLD_HIDDEN_ITEM_120
0x353	FV_FLD_HIDDEN_ITEM_121
0x354	FV_FLD_HIDDEN_ITEM_122
0x355	FV_FLD_HIDDEN_ITEM_123
0x356	FV_FLD_HIDDEN_ITEM_124
0x357	FV_FLD_HIDDEN_ITEM_125
0x358	FV_FLD_HIDDEN_ITEM_126
0x359	FV_FLD_HIDDEN_ITEM_127
0x35A	FV_FLD_HIDDEN_ITEM_128
0x35B	FV_FLD_HIDDEN_ITEM_129
0x35C	FV_FLD_HIDDEN_ITEM_130
0x35D	FV_FLD_HIDDEN_ITEM_131
0x35E	FV_FLD_HIDDEN_ITEM_132
0x35F	FV_FLD_HIDDEN_ITEM_133
0x360	FV_FLD_HIDDEN_ITEM_134
0x361	FV_FLD_HIDDEN_ITEM_135
0x362	FV_FLD_HIDDEN_ITEM_136
0x363	FV_FLD_HIDDEN_ITEM_137
0x364	FV_FLD_HIDDEN_ITEM_138
0x365	FV_FLD_HIDDEN_ITEM_139
0x366	FV_FLD_HIDDEN_ITEM_140
0x367	FV_FLD_HIDDEN_ITEM_141
0x368	FV_FLD_HIDDEN_ITEM_142
0x369	FV_FLD_HIDDEN_ITEM_143
0x36A	FV_FLD_HIDDEN_ITEM_144
0x36B	FV_FLD_HIDDEN_ITEM_145
0x36C	FV_FLD_HIDDEN_ITEM_146
0x36D	FV_FLD_HIDDEN_ITEM_147
0x36E	FV_FLD_HIDDEN_ITEM_148
0x36F	FV_FLD_HIDDEN_ITEM_149
0x370	FV_FLD_HIDDEN_ITEM_150
0x371	FV_FLD_HIDDEN_ITEM_151
0x372	FV_FLD_HIDDEN_ITEM_152
0x373	FV_FLD_HIDDEN_ITEM_153
0x374	FV_FLD_HIDDEN_ITEM_154
0x375	FV_FLD_HIDDEN_ITEM_155
0x376	FV_FLD_HIDDEN_ITEM_156
0x377	FV_FLD_HIDDEN_ITEM_157
0x378	FV_FLD_HIDDEN_ITEM_158
0x379	FV_FLD_HIDDEN_ITEM_159
0x37A	FV_FLD_HIDDEN_ITEM_160
0x37B	FV_FLD_HIDDEN_ITEM_161
0x37C	FV_FLD_HIDDEN_ITEM_162
0x37D	FV_FLD_HIDDEN_ITEM_163
0x37E	FV_FLD_HIDDEN_ITEM_164
0x37F	FV_FLD_HIDDEN_ITEM_165
0x380	FV_FLD_HIDDEN_ITEM_166
0x381	FV_FLD_HIDDEN_ITEM_167
0x382	FV_FLD_HIDDEN_ITEM_168
0x383	FV_FLD_HIDDEN_ITEM_169
0x384	FV_FLD_HIDDEN_ITEM_170
0x385	FV_FLD_HIDDEN_ITEM_171
0x386	FV_FLD_HIDDEN_ITEM_172
0x387	FV_FLD_HIDDEN_ITEM_173
0x388	FV_FLD_HIDDEN_ITEM_174
0x389	FV_FLD_HIDDEN_ITEM_175
0x38A	FV_FLD_HIDDEN_ITEM_176
0x38B	FV_FLD_HIDDEN_ITEM_177
0x38C	FV_FLD_HIDDEN_ITEM_178
0x38D	FV_FLD_HIDDEN_ITEM_179
0x38E	FV_FLD_HIDDEN_ITEM_180
0x38F	FV_FLD_HIDDEN_ITEM_181
0x390	FV_FLD_HIDDEN_ITEM_182
0x391	FV_FLD_HIDDEN_ITEM_183
0x392	FV_FLD_HIDDEN_ITEM_184
0x393	FV_FLD_HIDDEN_ITEM_185
0x394	FV_FLD_HIDDEN_ITEM_186
0x395	FV_FLD_HIDDEN_ITEM_187
0x396	FV_FLD_HIDDEN_ITEM_188
0x397	FV_FLD_HIDDEN_ITEM_189
0x398	FV_FLD_HIDDEN_ITEM_190
0x399	FV_FLD_HIDDEN_ITEM_191
0x39A	FV_FLD_HIDDEN_ITEM_192
0x39B	FV_FLD_HIDDEN_ITEM_193
0x39C	FV_FLD_HIDDEN_ITEM_194
0x39D	FV_FLD_HIDDEN_ITEM_195
0x39E	FV_FLD_HIDDEN_ITEM_196
0x39F	FV_FLD_HIDDEN_ITEM_197
0x3A0	FV_FLD_HIDDEN_ITEM_198
0x3A1	FV_FLD_HIDDEN_ITEM_199
0x3A2	FV_FLD_HIDDEN_ITEM_200
0x3A3	FV_FLD_HIDDEN_ITEM_201
0x3A4	FV_FLD_HIDDEN_ITEM_202
0x3A5	FV_FLD_HIDDEN_ITEM_203
0x3A6	FV_FLD_HIDDEN_ITEM_204
0x3A7	FV_FLD_HIDDEN_ITEM_205
0x3A8	FV_FLD_HIDDEN_ITEM_206
0x3A9	FV_FLD_HIDDEN_ITEM_207
0x3AA	FV_FLD_HIDDEN_ITEM_208
0x3AB	FV_FLD_HIDDEN_ITEM_209
0x3AC	FV_FLD_HIDDEN_ITEM_210
0x3AD	FV_FLD_HIDDEN_ITEM_211
0x3AE	FV_FLD_HIDDEN_ITEM_212
0x3AF	FV_FLD_HIDDEN_ITEM_213
0x3B0	FV_FLD_HIDDEN_ITEM_214
0x3B1	FV_FLD_HIDDEN_ITEM_215
0x3B2	FV_FLD_HIDDEN_ITEM_216
0x3B3	FV_FLD_HIDDEN_ITEM_217
0x3B4	FV_FLD_HIDDEN_ITEM_218
0x3B5	FV_FLD_HIDDEN_ITEM_219
0x3B6	FV_FLD_HIDDEN_ITEM_220
0x3B7	FV_FLD_HIDDEN_ITEM_221
0x3B8	FV_FLD_HIDDEN_ITEM_222
0x3B9	FV_FLD_HIDDEN_ITEM_223
0x3BA	FV_FLD_HIDDEN_ITEM_224
0x3BB	FV_FLD_HIDDEN_ITEM_225
0x3BC	FV_FLD_HIDDEN_ITEM_226
0x3BD	FV_FLD_HIDDEN_ITEM_227
0x3BE	FV_FLD_HIDDEN_ITEM_228
0x3BF	FV_FLD_HIDDEN_ITEM_229
0x3C0	FV_FLD_HIDDEN_ITEM_230
0x3C1	FV_FLD_HIDDEN_ITEM_231
0x3C2	FV_FLD_HIDDEN_ITEM_232
0x3C3	FV_FLD_HIDDEN_ITEM_233
0x3C4	FV_FLD_HIDDEN_ITEM_234
0x3C5	FV_FLD_HIDDEN_ITEM_235
0x3C6	FV_FLD_HIDDEN_ITEM_236
0x3C7	FV_FLD_HIDDEN_ITEM_237
0x3C8	FV_FLD_HIDDEN_ITEM_238
0x3C9	FV_FLD_HIDDEN_ITEM_239
0x3CA	FV_FLD_HIDDEN_ITEM_240
0x3CB	FV_FLD_HIDDEN_ITEM_241
0x3CC	FV_FLD_HIDDEN_ITEM_242
0x3CD	FV_FLD_HIDDEN_ITEM_243
0x3CE	FV_FLD_HIDDEN_ITEM_244
0x3CF	FV_FLD_HIDDEN_ITEM_245
0x3D0	FV_FLD_HIDDEN_ITEM_246
0x3D1	FV_FLD_HIDDEN_ITEM_247
0x3D2	FV_FLD_HIDDEN_ITEM_248
0x3D3	FV_FLD_HIDDEN_ITEM_249
0x3D4	FV_FLD_HIDDEN_ITEM_250
0x3D5	FV_FLD_HIDDEN_ITEM_251
0x3D6	FV_FLD_HIDDEN_ITEM_252
0x3D7	FV_FLD_HIDDEN_ITEM_253
0x3D8	FV_FLD_HIDDEN_ITEM_254
0x3D9	FV_FLD_HIDDEN_ITEM_255


//----------------------------------------------------------------------	
//	フィールド上のアイテムのフラグ(256個)
//	
//	(FB_FLAG_START - ??_FLAG_START)
//	(    986      -    1242      )
//----------------------------------------------------------------------	
0x3DA	FV_FLD_ITEM_0
0x3DB	FV_FLD_ITEM_1
0x3DC	FV_FLD_ITEM_2
0x3DD	FV_FLD_ITEM_3
0x3DE	FV_FLD_ITEM_4
0x3DF	FV_FLD_ITEM_5
0x3E0	FV_FLD_ITEM_6
0x3E1	FV_FLD_ITEM_7
0x3E2	FV_FLD_ITEM_8
0x3E3	FV_FLD_ITEM_9
0x3E4	FV_FLD_ITEM_10
0x3E5	FV_FLD_ITEM_11
0x3E6	FV_FLD_ITEM_12
0x3E7	FV_FLD_ITEM_13
0x3E8	FV_FLD_ITEM_14
0x3E9	FV_FLD_ITEM_15
0x3EA	FV_FLD_ITEM_16
0x3EB	FV_FLD_ITEM_17
0x3EC	FV_FLD_ITEM_18
0x3ED	FV_FLD_ITEM_19
0x3EE	FV_FLD_ITEM_20
0x3EF	FV_FLD_ITEM_21
0x3F0	FV_FLD_ITEM_22
0x3F1	FV_FLD_ITEM_23
0x3F2	FV_FLD_ITEM_24
0x3F3	FV_FLD_ITEM_25
0x3F4	FV_FLD_ITEM_26
0x3F5	FV_FLD_ITEM_27
0x3F6	FV_FLD_ITEM_28
0x3F7	FV_FLD_ITEM_29
0x3F8	FV_FLD_ITEM_30
0x3F9	FV_FLD_ITEM_31
0x3FA	FV_FLD_ITEM_32
0x3FB	FV_FLD_ITEM_33
0x3FC	FV_FLD_ITEM_34
0x3FD	FV_FLD_ITEM_35
0x3FE	FV_FLD_ITEM_36
0x3FF	FV_FLD_ITEM_37
0x400	FV_FLD_ITEM_38
0x401	FV_FLD_ITEM_39
0x402	FV_FLD_ITEM_40
0x403	FV_FLD_ITEM_41
0x404	FV_FLD_ITEM_42
0x405	FV_FLD_ITEM_43
0x406	FV_FLD_ITEM_44
0x407	FV_FLD_ITEM_45
0x408	FV_FLD_ITEM_46
0x409	FV_FLD_ITEM_47
0x40A	FV_FLD_ITEM_48
0x40B	FV_FLD_ITEM_49
0x40C	FV_FLD_ITEM_50
0x40D	FV_FLD_ITEM_51
0x40E	FV_FLD_ITEM_52
0x40F	FV_FLD_ITEM_53
0x410	FV_FLD_ITEM_54
0x411	FV_FLD_ITEM_55
0x412	FV_FLD_ITEM_56
0x413	FV_FLD_ITEM_57
0x414	FV_FLD_ITEM_58
0x415	FV_FLD_ITEM_59
0x416	FV_FLD_ITEM_60
0x417	FV_FLD_ITEM_61
0x418	FV_FLD_ITEM_62
0x419	FV_FLD_ITEM_63
0x41A	FV_FLD_ITEM_64
0x41B	FV_FLD_ITEM_65
0x41C	FV_FLD_ITEM_66
0x41D	FV_FLD_ITEM_67
0x41E	FV_FLD_ITEM_68
0x41F	FV_FLD_ITEM_69
0x420	FV_FLD_ITEM_70
0x421	FV_FLD_ITEM_71
0x422	FV_FLD_ITEM_72
0x423	FV_FLD_ITEM_73
0x424	FV_FLD_ITEM_74
0x425	FV_FLD_ITEM_75
0x426	FV_FLD_ITEM_76
0x427	FV_FLD_ITEM_77
0x428	FV_FLD_ITEM_78
0x429	FV_FLD_ITEM_79
0x42A	FV_FLD_ITEM_80
0x42B	FV_FLD_ITEM_81
0x42C	FV_FLD_ITEM_82
0x42D	FV_FLD_ITEM_83
0x42E	FV_FLD_ITEM_84
0x42F	FV_FLD_ITEM_85
0x430	FV_FLD_ITEM_86
0x431	FV_FLD_ITEM_87
0x432	FV_FLD_ITEM_88
0x433	FV_FLD_ITEM_89
0x434	FV_FLD_ITEM_90
0x435	FV_FLD_ITEM_91
0x436	FV_FLD_ITEM_92
0x437	FV_FLD_ITEM_93
0x438	FV_FLD_ITEM_94
0x439	FV_FLD_ITEM_95
0x43A	FV_FLD_ITEM_96
0x43B	FV_FLD_ITEM_97
0x43C	FV_FLD_ITEM_98
0x43D	FV_FLD_ITEM_99
0x43E	FV_FLD_ITEM_100
0x43F	FV_FLD_ITEM_101
0x440	FV_FLD_ITEM_102
0x441	FV_FLD_ITEM_103
0x442	FV_FLD_ITEM_104
0x443	FV_FLD_ITEM_105
0x444	FV_FLD_ITEM_106
0x445	FV_FLD_ITEM_107
0x446	FV_FLD_ITEM_108
0x447	FV_FLD_ITEM_109
0x448	FV_FLD_ITEM_110
0x449	FV_FLD_ITEM_111
0x44A	FV_FLD_ITEM_112
0x44B	FV_FLD_ITEM_113
0x44C	FV_FLD_ITEM_114
0x44D	FV_FLD_ITEM_115
0x44E	FV_FLD_ITEM_116
0x44F	FV_FLD_ITEM_117
0x450	FV_FLD_ITEM_118
0x451	FV_FLD_ITEM_119
0x452	FV_FLD_ITEM_120
0x453	FV_FLD_ITEM_121
0x454	FV_FLD_ITEM_122
0x455	FV_FLD_ITEM_123
0x456	FV_FLD_ITEM_124
0x457	FV_FLD_ITEM_125
0x458	FV_FLD_ITEM_126
0x459	FV_FLD_ITEM_127
0x45A	FV_FLD_ITEM_128
0x45B	FV_FLD_ITEM_129
0x45C	FV_FLD_ITEM_130
0x45D	FV_FLD_ITEM_131
0x45E	FV_FLD_ITEM_132
0x45F	FV_FLD_ITEM_133
0x460	FV_FLD_ITEM_134
0x461	FV_FLD_ITEM_135
0x462	FV_FLD_ITEM_136
0x463	FV_FLD_ITEM_137
0x464	FV_FLD_ITEM_138
0x465	FV_FLD_ITEM_139
0x466	FV_FLD_ITEM_140
0x467	FV_FLD_ITEM_141
0x468	FV_FLD_ITEM_142
0x469	FV_FLD_ITEM_143
0x46A	FV_FLD_ITEM_144
0x46B	FV_FLD_ITEM_145
0x46C	FV_FLD_ITEM_146
0x46D	FV_FLD_ITEM_147
0x46E	FV_FLD_ITEM_148
0x46F	FV_FLD_ITEM_149
0x470	FV_FLD_ITEM_150
0x471	FV_FLD_ITEM_151
0x472	FV_FLD_ITEM_152
0x473	FV_FLD_ITEM_153
0x474	FV_FLD_ITEM_154
0x475	FV_FLD_ITEM_155
0x476	FV_FLD_ITEM_156
0x477	FV_FLD_ITEM_157
0x478	FV_FLD_ITEM_158
0x479	FV_FLD_ITEM_159
0x47A	FV_FLD_ITEM_160
0x47B	FV_FLD_ITEM_161
0x47C	FV_FLD_ITEM_162
0x47D	FV_FLD_ITEM_163
0x47E	FV_FLD_ITEM_164
0x47F	FV_FLD_ITEM_165
0x480	FV_FLD_ITEM_166
0x481	FV_FLD_ITEM_167
0x482	FV_FLD_ITEM_168
0x483	FV_FLD_ITEM_169
0x484	FV_FLD_ITEM_170
0x485	FV_FLD_ITEM_171
0x486	FV_FLD_ITEM_172
0x487	FV_FLD_ITEM_173
0x488	FV_FLD_ITEM_174
0x489	FV_FLD_ITEM_175
0x48A	FV_FLD_ITEM_176
0x48B	FV_FLD_ITEM_177
0x48C	FV_FLD_ITEM_178
0x48D	FV_FLD_ITEM_179
0x48E	FV_FLD_ITEM_180
0x48F	FV_FLD_ITEM_181
0x490	FV_FLD_ITEM_182
0x491	FV_FLD_ITEM_183
0x492	FV_FLD_ITEM_184
0x493	FV_FLD_ITEM_185
0x494	FV_FLD_ITEM_186
0x495	FV_FLD_ITEM_187
0x496	FV_FLD_ITEM_188
0x497	FV_FLD_ITEM_189
0x498	FV_FLD_ITEM_190
0x499	FV_FLD_ITEM_191
0x49A	FV_FLD_ITEM_192
0x49B	FV_FLD_ITEM_193
0x49C	FV_FLD_ITEM_194
0x49D	FV_FLD_ITEM_195
0x49E	FV_FLD_ITEM_196
0x49F	FV_FLD_ITEM_197
0x4A0	FV_FLD_ITEM_198
0x4A1	FV_FLD_ITEM_199
0x4A2	FV_FLD_ITEM_200
0x4A3	FV_FLD_ITEM_201
0x4A4	FV_FLD_ITEM_202
0x4A5	FV_FLD_ITEM_203
0x4A6	FV_FLD_ITEM_204
0x4A7	FV_FLD_ITEM_205
0x4A8	FV_FLD_ITEM_206
0x4A9	FV_FLD_ITEM_207
0x4AA	FV_FLD_ITEM_208
0x4AB	FV_FLD_ITEM_209
0x4AC	FV_FLD_ITEM_210
0x4AD	FV_FLD_ITEM_211
0x4AE	FV_FLD_ITEM_212
0x4AF	FV_FLD_ITEM_213
0x4B0	FV_FLD_ITEM_214
0x4B1	FV_FLD_ITEM_215
0x4B2	FV_FLD_ITEM_216
0x4B3	FV_FLD_ITEM_217
0x4B4	FV_FLD_ITEM_218
0x4B5	FV_FLD_ITEM_219
0x4B6	FV_FLD_ITEM_220
0x4B7	FV_FLD_ITEM_221
0x4B8	FV_FLD_ITEM_222
0x4B9	FV_FLD_ITEM_223
0x4BA	FV_FLD_ITEM_224
0x4BB	FV_FLD_ITEM_225
0x4BC	FV_FLD_ITEM_226
0x4BD	FV_FLD_ITEM_227
0x4BE	FV_FLD_ITEM_228
0x4BF	FV_FLD_ITEM_229
0x4C0	FV_FLD_ITEM_230
0x4C1	FV_FLD_ITEM_231
0x4C2	FV_FLD_ITEM_232
0x4C3	FV_FLD_ITEM_233
0x4C4	FV_FLD_ITEM_234
0x4C5	FV_FLD_ITEM_235
0x4C6	FV_FLD_ITEM_236
0x4C7	FV_FLD_ITEM_237
0x4C8	FV_FLD_ITEM_238
0x4C9	FV_FLD_ITEM_239
0x4CA	FV_FLD_ITEM_240
0x4CB	FV_FLD_ITEM_241
0x4CC	FV_FLD_ITEM_242
0x4CD	FV_FLD_ITEM_243
0x4CE	FV_FLD_ITEM_244
0x4CF	FV_FLD_ITEM_245
0x4D0	FV_FLD_ITEM_246
0x4D1	FV_FLD_ITEM_247
0x4D2	FV_FLD_ITEM_248
0x4D3	FV_FLD_ITEM_249
0x4D4	FV_FLD_ITEM_250
0x4D5	FV_FLD_ITEM_251
0x4D6	FV_FLD_ITEM_252
0x4D7	FV_FLD_ITEM_253
0x4D8	FV_FLD_ITEM_254
0x4D9	FV_FLD_ITEM_255


// TRAINER - 1360
0x550	TR_TANPAN_01
0x551	TR_TANPAN_02
0x552	TR_MINI_01
0x553	TR_TANPAN_03
0x554	TR_CAMPB_01
0x555	TR_CAMPB_02
0x556	TR_PICNICG_01
0x557	TR_PICNICG_02
0x558	TR_TANPAN_04
0x559	TR_TANPAN_05
0x55A	TR_MINI_02
0x55B	TR_MINI_03
0x55C	TR_MUSHI_01
0x55D	TR_AROMA_01
0x55E	TR_FUTAGO_01
0x55F	TR_CAMPB_03
0x560	TR_PICNICG_03
0x561	TR_MOUNT_01
0x562	TR_MOUNT_02
0x563	TR_BATTLEG_01
0x564	TR_AROMA_02
0x565	TR_FISHING_01
0x566	TR_FISHING_02
0x567	TR_FISHING_03
0x568	TR_CYCLINGM_01
0x569	TR_CYCLINGM_02
0x56A	TR_CYCLINGM_03
0x56B	TR_CYCLINGM_04
0x56C	TR_CYCLINGW_01
0x56D	TR_CYCLINGW_02
0x56E	TR_CYCLINGW_03
0x56F	TR_CYCLINGW_04
0x570	TR_TANPAN_06
0x571	TR_CAMPB_04
0x572	TR_PICNICG_04
0x573	TR_MOUNT_03
0x574	TR_MOUNT_04
0x575	TR_BATTLEG_02
0x576	TR_MOUNT_05
0x577	TR_MOUNT_06
0x578	TR_MOUNT_07
0x579	TR_KARATE_01
0x57A	TR_FISHING_04
0x57B	TR_AROMA_03
0x57C	TR_ARTIST_01
0x57D	TR_BREEDERM_01
0x57E	TR_BREEDERW_01
0x57F	TR_COWGIRL_01
0x580	TR_JOGGER_01
0x581	TR_DAISUKIM_01
0x582	TR_DAISUKIW_01
0x583	TR_TANPAN_07
0x584	TR_POKEGIRL_01
0x585	TR_FISHING_05
0x586	TR_LOVELOVE_01
0x587	TR_BREEDERM_02
0x588	TR_BREEDERW_02
0x589	TR_COWGIRL_02
0x58A	TR_JOGGER_02
0x58B	TR_DAISUKIM_02
0x58C	TR_DAISUKIW_02
0x58D	TR_ELITEM_01
0x58E	TR_ELITEW_01
0x58F	TR_WAITRESS_01
0x590	TR_FUTAGO_02
0x591	TR_ELITEM_02
0x592	TR_ELITEW_02
0x593	TR_VETERAN_01
0x594	TR_KARATE_02
0x595	TR_SHINOBI_01
0x596	TR_SHINOBI_02
0x597	TR_SHINOBI_03
0x598	TR_DRAGON_01
0x599	TR_BIRD_01
0x59A	TR_DOUBLETEAM_01
0x59B	TR_BIRD_02
0x59C	TR_BATTLEG_03
0x59D	TR_SHINOBI_04
0x59E	TR_KARATE_03
0x59F	TR_SHINOBI_05
0x5A0	TR_BIRD_03
0x5A1	TR_PRINCE_01
0x5A2	TR_PRINCESS_01
0x5A3	TR_GENTLE_01
0x5A4	TR_MADAM_01
0x5A5	TR_SISTER_01
0x5A6	TR_COLLECTOR_01
0x5A7	TR_POLICE_01
0x5A8	TR_POLICE_02
0x5A9	TR_POLICE_03
0x5AA	TR_FISHING_06
0x5AB	TR_FISHING_07
0x5AC	TR_FISHING_08
0x5AD	TR_RANGERM_01
0x5AE	TR_RANGERM_02
0x5AF	TR_RANGERW_01
0x5B0	TR_RANGERW_02
0x5B1	TR_SCIENTIST_01
0x5B2	TR_SCIENTIST_02
0x5B3	TR_TANPAN_08
0x5B4	TR_TANPAN_09
0x5B5	TR_POLICE_04
0x5B6	TR_SWIMMERM_01
0x5B7	TR_SWIMMERM_02
0x5B8	TR_SWIMMERW_01
0x5B9	TR_SWIMMERW_02
0x5BA	TR_UKIWAB_01
0x5BB	TR_UKIWAG_01
0x5BC	TR_BATTLEG_04
0x5BD	TR_SAILOR_01
0x5BE	TR_FISHING_09
0x5BF	TR_ANEOTOUTO_01
0x5C0	TR_ISEKI_01
0x5C1	TR_ISEKI_02
0x5C2	TR_MOUNT_08
0x5C3	TR_VETERAN_02
0x5C4	TR_CAMPB_05
0x5C5	TR_PICNICG_05
0x5C6	TR_ESPM_01
0x5C7	TR_ESPW_01
0x5C8	TR_GAMBLER_01
0x5C9	TR_GUITARIST_01
0x5CA	TR_GAMBLER_02
0x5CB	TR_SISTER_02
0x5CC	TR_SISTER_03
0x5CD	TR_KARATE_04
0x5CE	TR_KARATE_05
0x5CF	TR_KARATE_06
0x5D0	TR_KARATE_07
0x5D1	TR_JOGGER_03
0x5D2	TR_BIRD_04
0x5D3	TR_COLDELITEM_01
0x5D4	TR_COLDELITEM_02
0x5D5	TR_COLDELITEW_01
0x5D6	TR_COLDELITEW_02
0x5D7	TR_SKIERM_01
0x5D8	TR_SKIERM_02
0x5D9	TR_SKIERW_01
0x5DA	TR_SKIERW_02
0x5DB	TR_COLDELITEM_03
0x5DC	TR_COLDELITEW_03
0x5DD	TR_SKIERM_03
0x5DE	TR_SKIERM_04
0x5DF	TR_SKIERW_03
0x5E0	TR_SKIERW_04
0x5E1	TR_SHINOBI_06
0x5E2	TR_SHINOBI_07
0x5E3	TR_KARATE_08
0x5E4	TR_SWIMMERM_03
0x5E5	TR_SWIMMERM_04
0x5E6	TR_SWIMMERW_03
0x5E7	TR_SWIMMERW_04
0x5E8	TR_FISHING_10
0x5E9	TR_FISHING_11
0x5EA	TR_ANEOTOUTO_02
0x5EB	TR_SWIMMERM_05
0x5EC	TR_SWIMMERM_06
0x5ED	TR_SWIMMERW_05
0x5EE	TR_SWIMMERM_07
0x5EF	TR_SWIMMERM_08
0x5F0	TR_SWIMMERM_09
0x5F1	TR_SWIMMERW_06
0x5F2	TR_SWIMMERW_07
0x5F3	TR_SWIMMERW_08
0x5F4	TR_ANEOTOUTO_03
0x5F5	TR_SWIMMERM_10
0x5F6	TR_SWIMMERW_09
0x5F7	TR_FISHING_12
0x5F8	TR_ISEKI_03
0x5F9	TR_ELITEM_03
0x5FA	TR_ELITEW_03
0x5FB	TR_FISHING_13
0x5FC	TR_FISHING_14
0x5FD	TR_FISHING_15
0x5FE	TR_FISHING_16
0x5FF	TR_HEADS_01
0x600	TR_HEADS_02
0x601	TR_GUITARIST_02
0x602	TR_PIERROT_01
0x603	TR_SAILOR_02
0x604	TR_ARTIST_02
0x605	TR_LOVELOVE_02
0x606	TR_SWIMMERM_11
0x607	TR_SWIMMERM_12
0x608	TR_SWIMMERM_13
0x609	TR_SWIMMERM_14
0x60A	TR_SWIMMERM_15
0x60B	TR_SWIMMERM_16
0x60C	TR_SWIMMERW_10
0x60D	TR_SWIMMERW_11
0x60E	TR_SWIMMERW_12
0x60F	TR_SWIMMERW_13
0x610	TR_SWIMMERW_14
0x611	TR_SWIMMERW_15
0x612	TR_WORKER_01
0x613	TR_WORKER_02
0x614	TR_WORKER_03
0x615	TR_SCIENTIST_03
0x616	TR_SCIENTIST_04
0x617	TR_SCIENTIST_05
0x618	TR_MUSHI_02
0x619	TR_MUSHI_03
0x61A	TR_MUSHI_04
0x61B	TR_MINI_04
0x61C	TR_ESPM_02
0x61D	TR_ESPW_02
0x61E	TR_LOVELOVE_03
0x61F	TR_WORKER_04
0x620	TR_WORKER_05
0x621	TR_WORKER_06
0x622	TR_COLDELITEM_04
0x623	TR_COLDELITEM_05
0x624	TR_COLDELITEW_04
0x625	TR_COLDELITEW_05
0x626	TR_VETERAN_03
0x627	TR_VETERAN_04
0x628	TR_ESPM_03
0x629	TR_ESPW_03
0x62A	TR_DRAGON_02
0x62B	TR_SAILOR_03
0x62C	TR_SCHOOLB_01
0x62D	TR_SCHOOLG_01
0x62E	TR_LOVELOVE_04
0x62F	TR_ELITEM_04
0x630	TR_ELITEM_05
0x631	TR_ELITEW_04
