0x001	FLAG_TEMP_1
0x20B	FLAG_0x20B
0x20C	FLAG_0x20C
0x20D	FLAG_0x20D
0x20E	FLAG_0x20E
0x20F	FLAG_0x20F
0x210	FLAG_0x210
0x211	FLAG_0x211
0x212	FLAG_0x212
0x213	FLAG_0x213
0x214	FLAG_0x214
0x215	FLAG_0x215
0x216	FLAG_0x216
0x217	FLAG_0x217
0x218	FLAG_0x218
0x219	FLAG_0x219
0x21A	FLAG_0x21A
0x21B	FLAG_0x21B
0x21C	FLAG_0x21C
0x21D	FLAG_0x21D
0x21E	FLAG_0x21E
0x21F	FLAG_0x21F
0x220	FLAG_0x220
0x221	FLAG_0x221
0x222	FLAG_0x222
0x223	FLAG_0x223
0x224	FLAG_0x224
0x225	FLAG_0x225
0x226	FLAG_0x226
0x227	FLAG_0x227
0x228	FLAG_0x228
0x229	FLAG_0x229
0x22A	FLAG_0x22A
0x22B	FLAG_0x22B
0x22C	FLAG_0x22C
0x22D	FLAG_0x22D
0x22E	FLAG_0x22E
0x22F	FLAG_0x22F

; Story flags
0x230	STORY_FLAGS_START
0x230	FLAG_GOT_POTION_ON_ROUTE_1
0x231	FLAG_GOT_TM34_FROM_SURGE
0x232	FLAG_GOT_FOSSIL_FROM_MT_MOON
0x233	FLAG_HELPED_BILL_IN_SEA_COTTAGE
0x234	FLAG_GOT_SS_TICKET
0x235	FLAG_GOT_SS_TICKET_DUP
0x236	FLAG_GOT_TM42_AT_MEMORIAL_PILLAR
0x237	FLAG_GOT_HM01
0x238	FLAG_GOT_HM02
0x239	FLAG_GOT_HM03
0x23A	FLAG_GOT_HM04
0x23B	FLAG_GOT_HM05
0x23C	FLAG_RESCUED_MR_FUJI
0x23D	FLAG_GOT_POKE_FLUTE
0x23E	FLAG_0x23E
0x23F	FLAG_GOT_TM28_FROM_ROCKET
0x240	FLAG_GOT_OLD_ROD
0x241	FLAG_GOT_BIKE_VOUCHER
0x242	FLAG_0x242
0x243	FLAG_GOT_COIN_CASE
0x244	FLAG_GOT_GOOD_ROD
0x245	FLAG_GOT_TM29_FROM_MR_PSYCHIC
0x246	FLAG_GOT_LAPRAS_FROM_SILPH
0x247	FLAG_GOT_POKEBALLS_FROM_OAK_AFTER_22_RIVAL
0x248	FLAG_DID_MIMIEN_TRADE
0x249	FLAG_BOUGHT_MAGIKARP
0x24A	FLAG_DID_ZYNX_TRADE
0x24B	FLAG_DID_MS_NIDO_TRADE
0x24C	FLAG_0x24C
0x24D	FLAG_DID_CH_DING_TRADE
0x24E	FLAG_GOT_TM38_FROM_BLAINE
0x24F	FLAG_OAK_SKIP_22_RIVAL_CHECK
0x250	FLAG_GOT_MASTER_BALL_FROM_SILPH
0x251	FLAG_DID_NINA_TRADE
0x252	FLAG_GOT_ITEMFINDER
0x253	FLAG_WOKE_UP_ROUTE_12_SNORLAX
0x254	FLAG_GOT_TM39_FROM_BROCK
0x255	FLAG_GOT_SUPER_ROD
0x256	FLAG_GOT_EXP_SHARE_FROM_OAKS_AIDE
0x257	FLAG_DID_MARC_TRADE
0x258	FLAG_BEAT_RIVAL_IN_OAKS_LAB
0x259	FLAG_GOT_TM06_FROM_KOGA
0x25A	FLAG_0x25A
0x25B	FLAG_GOT_TM27
0x25C	FLAG_0x25C
0x25D	FLAG_0x25D
0x25E	FLAG_GOT_OLD_AMBER
0x25F	FLAG_0x25F
0x260	FLAG_0x260
0x261	FLAG_0x261
0x262	FLAG_0x262
0x263	FLAG_GOT_EEVEE
0x264	FLAG_FOUND_BOTH_VERMILION_GYM_SWITCHES
0x265	FLAG_CINNABAR_GYM_QUIZ_1
0x266	FLAG_PENDING_DAYCARE_EGG
0x267	FLAG_CINNABAR_GYM_QUIZ_2
0x268	FLAG_CINNABAR_GYM_QUIZ_3
0x269	FLAG_CINNABAR_GYM_QUIZ_4
0x26A	FLAG_CINNABAR_GYM_QUIZ_5
0x26B	FLAG_CINNABAR_GYM_QUIZ_6
0x26C	FLAG_POKEMON_MANSION_SWITCH_STATE
0x26D	FLAG_OPENED_ROCKET_HIDEOUT
0x26E	FLAG_GOT_10_COINS_FROM_GAMBLER
0x26F	FLAG_GOT_20_COINS_FROM_GAMBLER
0x270	FLAG_GOT_20_COINS_FROM_GAMBLER_2
0x271	FLAG_GOT_BICYCLE
0x272	FLAG_GOT_DOME_FOSSIL
0x273	FLAG_GOT_HELIX_FOSSIL
0x274	FLAG_DID_ESPHERE_TRADE
0x275	FLAG_DID_TANGENY_TRADE
0x276	FLAG_DID_SEELOR_TRADE
0x277	FLAG_0x277
0x278	FLAG_GOT_HITMON_FROM_DOJO
0x279	FLAG_0x279
0x27A	FLAG_SILPH_2F_DOOR_1
0x27B	FLAG_SILPH_2F_DOOR_2
0x27C	FLAG_SILPH_3F_DOOR_1
0x27D	FLAG_SILPH_3F_DOOR_2
0x27E	FLAG_SILPH_4F_DOOR_1
0x27F	FLAG_SILPH_4F_DOOR_2
0x280	FLAG_SILPH_5F_DOOR_1
0x281	FLAG_SILPH_5F_DOOR_2
0x282	FLAG_SILPH_5F_DOOR_3
0x283	FLAG_SILPH_6F_DOOR
0x284	FLAG_SILPH_7F_DOOR_1
0x285	FLAG_SILPH_7F_DOOR_2
0x286	FLAG_SILPH_7F_DOOR_3
0x287	FLAG_SILPH_8F_DOOR
0x288	FLAG_SILPH_9F_DOOR_1
0x289	FLAG_SILPH_9F_DOOR_2
0x28A	FLAG_SILPH_9F_DOOR_3
0x28B	FLAG_SILPH_9F_DOOR_4
0x28C	FLAG_SILPH_10F_DOOR
0x28D	FLAG_SILPH_11F_DOOR
0x28E	FLAG_0x28E
0x28F	FLAG_0x28F
0x290	FLAG_MET_STICKER_MAN
0x291	FLAG_PALLET_LADY_NOT_BLOCKING_SIGN
0x292	FLAG_GOT_VS_SEEKER
0x293	FLAG_GOT_TM19_FROM_ERIKA
0x294	FLAG_GOT_TM33_FROM_THIRSTY_GIRL
0x295	FLAG_GOT_TM20_FROM_THIRSTY_GIRL
0x296	FLAG_GOT_TM16_FROM_THIRSTY_GIRL
0x297	FLAG_GOT_TM03_FROM_MISTY
0x298	FLAG_GOT_TM26_FROM_GIOVANNI
0x299	FLAG_0x299
0x29A	FLAG_GOT_TM04_FROM_SABRINA
0x29B	FLAG_GOT_FAME_CHECKER
0x29C	FLAG_GOT_RECORD_SETTING_MAGIKARP
0x29D	FLAG_TWO_ISLAND_SHOP_INTRODUCED
0x29E	FLAG_TWO_ISLAND_SHOP_EXPANDED_1
0x29F	FLAG_TWO_ISLAND_SHOP_EXPANDED_2
0x2A0	FLAG_TWO_ISLAND_SHOP_EXPANDED_3
0x2A1	FLAG_SEVII_DETOUR_FINISHED
0x2A2	FLAG_VISITED_TWO_ISLAND
0x2A3	FLAG_RESCUED_LOSTELLE
0x2A4	FLAG_0x2A4
0x2A5	FLAG_CAN_USE_ROCKET_HIDEOUT_LIFT
0x2A6	FLAG_GOT_TEA
0x2A7	FLAG_GOT_AURORA_TICKET
0x2A8	FLAG_GOT_MYSTIC_TICKET
0x2A9	FLAG_0x2A9
0x2AA	FLAG_0x2AA
0x2AB	FLAG_0x2AB
0x2AC	FLAG_0x2AC
0x2AD	FLAG_0x2AD
0x2AE	FLAG_0x2AE
0x2AF	FLAG_0x2AF
0x2B0	FLAG_0x2B0
0x2B1	FLAG_0x2B1
0x2B2	FLAG_0x2B2
0x2B3	FLAG_0x2B3
0x2B4	FLAG_0x2B4
0x2B5	FLAG_0x2B5
0x2B6	FLAG_0x2B6
0x2B7	FLAG_0x2B7
0x2B8	FLAG_0x2B8
0x2B9	FLAG_0x2B9
0x2BA	FLAG_0x2BA
0x2BB	FLAG_GOT_POWDER_JAR
0x2BC	FLAG_FOUGHT_MEWTWO
0x2BD	FLAG_FOUGHT_MOLTRES
0x2BE	FLAG_FOUGHT_ARTICUNO
0x2BF	FLAG_FOUGHT_ZAPDOS
0x2C0	FLAG_TUTOR_DOUBLE_EDGE
0x2C1	FLAG_TUTOR_THUNDER_WAVE
0x2C2	FLAG_TUTOR_ROCK_SLIDE
0x2C3	FLAG_TUTOR_EXPLOSION
0x2C4	FLAG_TUTOR_MEGA_PUNCH
0x2C5	FLAG_TUTOR_MEGA_KICK
0x2C6	FLAG_TUTOR_DREAM_EATER
0x2C7	FLAG_TUTOR_SOFT_BOILED
0x2C8	FLAG_TUTOR_SUBSTITUTE
0x2C9	FLAG_TUTOR_SWORDS_DANCE
0x2CA	FLAG_TUTOR_SEISMIC_TOSS
0x2CB	FLAG_TUTOR_COUNTER
0x2CC	FLAG_TUTOR_METRONOME
0x2CD	FLAG_TUTOR_MIMIC
0x2CE	FLAG_TUTOR_BODY_SLAM
0x2CF	FLAG_VISITED_OAKS_LAB
0x2D0	FLAG_FOUGHT_POWER_PLANT_ELECTRODE_1
0x2D1	FLAG_FOUGHT_POWER_PLANT_ELECTRODE_2
0x2D2	FLAG_STOPPED_SEAFOAM_B3F_CURRENT
0x2D3	FLAG_STOPPED_SEAFOAM_B4F_CURRENT
0x2D4	FLAG_TALKED_TO_LORELEI_AFTER_WAREHOUSE
0x2D5	FLAG_DEFEATED_ROCKETS_IN_WAREHOUSE
0x2D6	FLAG_UNLOCKED_ROCKET_WAREHOUSE
0x2D7	FLAG_NO_ROOM_FOR_TM42_AT_MEMORIAL_PILLAR
0x2D8	FLAG_LEARNED_YES_NAH_CHANSEY
0x2D9	FLAG_GOT_NEST_BALL_FROM_WATER_PATH_HOUSE_1
0x2DA	FLAG_GOT_TOGEPI_EGG
0x2DB	FLAG_NO_ROOM_FOR_TOGEPI_EGG
0x2DC	FLAG_RECOVERED_SAPPHIRE
0x2DD	FLAG_GOT_RUBY
0x2DE	FLAG_TUTOR_FRENZY_PLANT
0x2DF	FLAG_TUTOR_BLAST_BURN
0x2E0	FLAG_TUTOR_HYDRO_CANNON
0x2E1	FLAG_LEARNED_ALL_MOVES_AT_CAPE_BRINK
0x2E2	FLAG_GOT_NUGGET_FROM_DUNSPARCE_TUNNEL
0x2E3	FLAG_USED_CUT_ON_RUIN_VALLEY_BRAILLE
0x2E4	FLAG_FOUGHT_DEOXYS
0x2E5	FLAG_0x2E5
0x2E6	FLAG_0x2E6
0x2E7	FLAG_0x2E7
0x2E8	FLAG_0x2E8
0x2E9	FLAG_0x2E9
0x2EA	FLAG_0x2EA
0x2EB	FLAG_0x2EB
0x2EC	FLAG_REVIVED_DOME
0x2ED	FLAG_REVIVED_HELIX
0x2EE	FLAG_REVIVED_AMBER
0x2EF	FLAG_GOT_HM06
0x2F0	FLAG_SHOWN_MYSTIC_TICKET
0x2F1	FLAG_SHOWN_AURORA_TICKET
0x2F2	FLAG_FOUGHT_LUGIA
0x2F3	FLAG_FOUGHT_HO_OH
0x2F4	FLAG_OAK_SAW_DEX_COMPLETION
0x2F5	FLAG_LUGIA_FLEW_AWAY
0x2F6	FLAG_HO_OH_FLEW_AWAY
0x2F7	FLAG_DEOXYS_FLEW_AWAY
0x2F8	FLAG_TALKED_TO_TEA_LADY_AFTER_HOF
0x2F9	FLAG_TALKED_TO_OAKS_AIDE_IN_VERMILION
0x2FA	FLAG_GOT_EVERSTONE_FROM_OAKS_AIDE
0x2FB	FLAG_GOT_MOON_STONE_FROM_JOYFUL_GAME_CORNER
0x2FC	FLAG_GOT_FULL_RESTORE_FROM_THREE_ISLAND_DEFENDER
0x2FD	FLAG_GOT_AMULET_COIN_FROM_OAKS_AIDE
0x2FE	FLAG_NO_ROOM_FOR_JOYFUL_GAME_CORNER_MOON_STONE
0x2FF	FLAG_OAKS_RATING_IS_VIA_PC

; Unused?
0x300	FLAG_0x300
0x301	FLAG_0x301
0x302	FLAG_0x302
0x303	FLAG_0x303
0x304	FLAG_0x304
0x305	FLAG_0x305
0x306	FLAG_0x306
0x307	FLAG_0x307
0x308	FLAG_0x308
0x309	FLAG_0x309
0x30A	FLAG_0x30A
0x30B	FLAG_0x30B
0x30C	FLAG_0x30C
0x30D	FLAG_0x30D
0x30E	FLAG_0x30E
0x30F	FLAG_0x30F
0x310	FLAG_0x310
0x311	FLAG_0x311
0x312	FLAG_0x312
0x313	FLAG_0x313
0x314	FLAG_0x314
0x315	FLAG_0x315
0x316	FLAG_0x316
0x317	FLAG_0x317
0x318	FLAG_0x318
0x319	FLAG_0x319
0x31A	FLAG_0x31A
0x31B	FLAG_0x31B
0x31C	FLAG_0x31C
0x31D	FLAG_0x31D
0x31E	FLAG_0x31E
0x31F	FLAG_0x31F
0x320	FLAG_0x320
0x321	FLAG_0x321
0x322	FLAG_0x322
0x323	FLAG_0x323
0x324	FLAG_0x324
0x325	FLAG_0x325
0x326	FLAG_0x326
0x327	FLAG_0x327
0x328	FLAG_0x328
0x329	FLAG_0x329
0x32A	FLAG_0x32A
0x32B	FLAG_0x32B
0x32C	FLAG_0x32C
0x32D	FLAG_0x32D
0x32E	FLAG_0x32E
0x32F	FLAG_0x32F
0x330	FLAG_0x330
0x331	FLAG_0x331
0x332	FLAG_0x332
0x333	FLAG_0x333
0x334	FLAG_0x334
0x335	FLAG_0x335
0x336	FLAG_0x336
0x337	FLAG_0x337
0x338	FLAG_0x338
0x339	FLAG_0x339
0x33A	FLAG_0x33A
0x33B	FLAG_0x33B
0x33C	FLAG_0x33C
0x33D	FLAG_0x33D
0x33E	FLAG_0x33E
0x33F	FLAG_0x33F
0x340	FLAG_0x340
0x341	FLAG_0x341
0x342	FLAG_0x342
0x343	FLAG_0x343
0x344	FLAG_0x344
0x345	FLAG_0x345
0x346	FLAG_0x346
0x347	FLAG_0x347
0x348	FLAG_0x348
0x349	FLAG_0x349
0x34A	FLAG_0x34A
0x34B	FLAG_0x34B
0x34C	FLAG_0x34C
0x34D	FLAG_0x34D
0x34E	FLAG_0x34E
0x34F	FLAG_0x34F
0x350	FLAG_0x350
0x351	FLAG_0x351
0x352	FLAG_0x352
0x353	FLAG_0x353
0x354	FLAG_0x354
0x355	FLAG_0x355
0x356	FLAG_0x356
0x357	FLAG_0x357
0x358	FLAG_0x358
0x359	FLAG_0x359
0x35A	FLAG_0x35A
0x35B	FLAG_0x35B
0x35C	FLAG_0x35C
0x35D	FLAG_0x35D
0x35E	FLAG_0x35E
0x35F	FLAG_0x35F
0x360	FLAG_0x360
0x361	FLAG_0x361
0x362	FLAG_0x362
0x363	FLAG_0x363
0x364	FLAG_0x364
0x365	FLAG_0x365
0x366	FLAG_0x366
0x367	FLAG_0x367
0x368	FLAG_0x368
0x369	FLAG_0x369
0x36A	FLAG_0x36A
0x36B	FLAG_0x36B
0x36C	FLAG_0x36C
0x36D	FLAG_0x36D
0x36E	FLAG_0x36E
0x36F	FLAG_0x36F
0x370	FLAG_0x370
0x371	FLAG_0x371
0x372	FLAG_0x372
0x373	FLAG_0x373
0x374	FLAG_0x374
0x375	FLAG_0x375
0x376	FLAG_0x376
0x377	FLAG_0x377
0x378	FLAG_0x378
0x379	FLAG_0x379
0x37A	FLAG_0x37A
0x37B	FLAG_0x37B
0x37C	FLAG_0x37C
0x37D	FLAG_0x37D
0x37E	FLAG_0x37E
0x37F	FLAG_0x37F
0x380	FLAG_0x380
0x381	FLAG_0x381
0x382	FLAG_0x382
0x383	FLAG_0x383
0x384	FLAG_0x384
0x385	FLAG_0x385
0x386	FLAG_0x386
0x387	FLAG_0x387
0x388	FLAG_0x388
0x389	FLAG_0x389
0x38A	FLAG_0x38A
0x38B	FLAG_0x38B
0x38C	FLAG_0x38C
0x38D	FLAG_0x38D
0x38E	FLAG_0x38E
0x38F	FLAG_0x38F
0x390	FLAG_0x390
0x391	FLAG_0x391
0x392	FLAG_0x392
0x393	FLAG_0x393
0x394	FLAG_0x394
0x395	FLAG_0x395
0x396	FLAG_0x396
0x397	FLAG_0x397
0x398	FLAG_0x398
0x399	FLAG_0x399
0x39A	FLAG_0x39A
0x39B	FLAG_0x39B
0x39C	FLAG_0x39C
0x39D	FLAG_0x39D
0x39E	FLAG_0x39E
0x39F	FLAG_0x39F
0x3A0	FLAG_0x3A0
0x3A1	FLAG_0x3A1
0x3A2	FLAG_0x3A2
0x3A3	FLAG_0x3A3
0x3A4	FLAG_0x3A4
0x3A5	FLAG_0x3A5
0x3A6	FLAG_0x3A6
0x3A7	FLAG_0x3A7
0x3A8	FLAG_0x3A8
0x3A9	FLAG_0x3A9
0x3AA	FLAG_0x3AA
0x3AB	FLAG_0x3AB
0x3AC	FLAG_0x3AC
0x3AD	FLAG_0x3AD
0x3AE	FLAG_0x3AE
0x3AF	FLAG_0x3AF
0x3B0	FLAG_0x3B0
0x3B1	FLAG_0x3B1
0x3B2	FLAG_0x3B2
0x3B3	FLAG_0x3B3
0x3B4	FLAG_0x3B4
0x3B5	FLAG_0x3B5
0x3B6	FLAG_0x3B6
0x3B7	FLAG_0x3B7
0x3B8	FLAG_0x3B8
0x3B9	FLAG_0x3B9
0x3BA	FLAG_0x3BA
0x3BB	FLAG_0x3BB
0x3BC	FLAG_0x3BC
0x3BD	FLAG_0x3BD
0x3BE	FLAG_0x3BE
0x3BF	FLAG_0x3BF
0x3C0	FLAG_0x3C0
0x3C1	FLAG_0x3C1
0x3C2	FLAG_0x3C2
0x3C3	FLAG_0x3C3
0x3C4	FLAG_0x3C4
0x3C5	FLAG_0x3C5
0x3C6	FLAG_0x3C6
0x3C7	FLAG_0x3C7
0x3C8	FLAG_0x3C8
0x3C9	FLAG_0x3C9
0x3CA	FLAG_0x3CA
0x3CB	FLAG_0x3CB
0x3CC	FLAG_0x3CC
0x3CD	FLAG_0x3CD
0x3CE	FLAG_0x3CE
0x3CF	FLAG_0x3CF
0x3D0	FLAG_0x3D0
0x3D1	FLAG_0x3D1
0x3D2	FLAG_0x3D2
0x3D3	FLAG_0x3D3
0x3D4	FLAG_0x3D4
0x3D5	FLAG_0x3D5
0x3D6	FLAG_0x3D6
0x3D7	FLAG_0x3D7
0x3D8	FLAG_MYSTERY_GIFT_DONE
0x3D9	FLAG_MYSTERY_GIFT_1
0x3DA	FLAG_MYSTERY_GIFT_2
0x3DB	FLAG_MYSTERY_GIFT_3
0x3DC	FLAG_MYSTERY_GIFT_4
0x3DD	FLAG_MYSTERY_GIFT_5
0x3DE	FLAG_MYSTERY_GIFT_6
0x3DF	FLAG_MYSTERY_GIFT_7
0x3E0	FLAG_MYSTERY_GIFT_8
0x3E1	FLAG_MYSTERY_GIFT_9
0x3E2	FLAG_MYSTERY_GIFT_10
0x3E3	FLAG_MYSTERY_GIFT_11
0x3E4	FLAG_MYSTERY_GIFT_12
0x3E5	FLAG_MYSTERY_GIFT_13
0x3E6	FLAG_MYSTERY_GIFT_14
0x3E7	FLAG_MYSTERY_GIFT_15

0x3E8	FLAG_HIDDEN_ITEMS_START
0x3E8	HIDDEN_ITEM_VIRIDIAN_FOREST_POTION
0x3E9	HIDDEN_ITEM_VIRIDIAN_FOREST_ANTIDOTE
0x3EA	HIDDEN_ITEM_MT_MOON_B2F_MOON_STONE
0x3EB	HIDDEN_ITEM_MT_MOON_B2F_ETHER
0x3EC	HIDDEN_ITEM_ROUTE25_ELIXIR
0x3ED	HIDDEN_ITEM_ROUTE25_ETHER
0x3EE	HIDDEN_ITEM_ROUTE9_ETHER
0x3EF	HIDDEN_ITEM_UNUSED_0x07
0x3F0	HIDDEN_ITEM_SSANNE_B1F_CORRIDOR_HYPER_POTION
0x3F1	HIDDEN_ITEM_ROUTE10_SUPER_POTION
0x3F2	HIDDEN_ITEM_ROUTE10_MAX_ETHER
0x3F3	HIDDEN_ITEM_ROCKET_HIDEOUT_B1F_PP_UP
0x3F4	HIDDEN_ITEM_ROCKET_HIDEOUT_B3F_NUGGET
0x3F5	HIDDEN_ITEM_ROCKET_HIDEOUT_B4F_NEST_BALL
0x3F6	HIDDEN_ITEM_POKEMON_TOWER_5F_BIG_MUSHROOM
0x3F7	HIDDEN_ITEM_ROUTE13_PP_UP
0x3F8	HIDDEN_ITEM_UNUSED_0x10
0x3F9	HIDDEN_ITEM_ROUTE17_RARE_CANDY
0x3FA	HIDDEN_ITEM_ROUTE17_FULL_RESTORE
0x3FB	HIDDEN_ITEM_ROUTE17_PP_UP
0x3FC	HIDDEN_ITEM_ROUTE17_MAX_REVIVE
0x3FD	HIDDEN_ITEM_ROUTE17_MAX_ELIXIR
0x3FE	HIDDEN_ITEM_SAFARI_ZONE_CENTER_LEAF_STONE
0x3FF	HIDDEN_ITEM_SAFARI_ZONE_WEST_REVIVE
0x400	HIDDEN_ITEM_SILPH_CO_5F_ELIXIR
0x401	HIDDEN_ITEM_SILPH_CO_9F_MAX_POTION
0x402	HIDDEN_ITEM_SAFFRON_CITY_COPYCATS_HOUSE_2F_NUGGET
0x403	HIDDEN_ITEM_POWER_PLANT_MAX_ELIXIR
0x404	HIDDEN_ITEM_POWER_PLANT_THUNDER_STONE
0x405	HIDDEN_ITEM_SEAFOAM_ISLANDS_B3F_NUGGET
0x406	HIDDEN_ITEM_SEAFOAM_ISLANDS_B4F_WATER_STONE
0x407	HIDDEN_ITEM_POKEMON_MANSION_1F_MOON_STONE
0x408	HIDDEN_ITEM_POKEMON_MANSION_3F_RARE_CANDY
0x409	HIDDEN_ITEM_POKEMON_MANSION_B1F_ELIXIR
0x40A	HIDDEN_ITEM_ROUTE23_FULL_RESTORE
0x40B	HIDDEN_ITEM_ROUTE23_ULTRA_BALL
0x40C	HIDDEN_ITEM_ROUTE23_MAX_ETHER
0x40D	HIDDEN_ITEM_VICTORY_ROAD_1F_ULTRA_BALL
0x40E	HIDDEN_ITEM_VICTORY_ROAD_1F_FULL_RESTORE
0x40F	HIDDEN_ITEM_CERULEAN_CAVE_1F_ULTRA_BALL
0x410	HIDDEN_ITEM_UNUSED_0x28
0x411	HIDDEN_ITEM_ROUTE11_ESCAPE_ROPE
0x412	HIDDEN_ITEM_ROUTE12_HYPER_POTION
0x413	HIDDEN_ITEM_UNUSED_0x2B
0x414	HIDDEN_ITEM_UNUSED_0x2C
0x415	HIDDEN_ITEM_UNUSED_0x2D
0x416	HIDDEN_ITEM_UNUSED_0x2E
0x417	HIDDEN_ITEM_CELADON_CITY_PP_UP
0x418	HIDDEN_ITEM_VERMILION_CITY_MAX_ETHER
0x419	HIDDEN_ITEM_CERULEAN_CITY_RARE_CANDY
0x41A	HIDDEN_ITEM_ROUTE4_GREAT_BALL
0x41B	HIDDEN_ITEM_CELADON_CITY_GAME_CORNER_COINS
0x41C	HIDDEN_ITEM_CELADON_CITY_GAME_CORNER_COINS_2
0x41D	HIDDEN_ITEM_CELADON_CITY_GAME_CORNER_COINS_3
0x41E	HIDDEN_ITEM_CELADON_CITY_GAME_CORNER_COINS_4
0x41F	HIDDEN_ITEM_CELADON_CITY_GAME_CORNER_COINS_5
0x420	HIDDEN_ITEM_CELADON_CITY_GAME_CORNER_COINS_6
0x421	HIDDEN_ITEM_CELADON_CITY_GAME_CORNER_COINS_7
0x422	HIDDEN_ITEM_CELADON_CITY_GAME_CORNER_COINS_8
0x423	HIDDEN_ITEM_CELADON_CITY_GAME_CORNER_COINS_9
0x424	HIDDEN_ITEM_CELADON_CITY_GAME_CORNER_COINS_10
0x425	HIDDEN_ITEM_CELADON_CITY_GAME_CORNER_COINS_11
0x426	HIDDEN_ITEM_CELADON_CITY_GAME_CORNER_COINS_12
0x427	HIDDEN_ITEM_SEVEN_ISLAND_SEVAULT_CANYON_CHERI_BERRY
0x428	HIDDEN_ITEM_SEVEN_ISLAND_TANOBY_RUINS_HEART_SCALE_4
0x429	HIDDEN_ITEM_SEVEN_ISLAND_TANOBY_RUINS_HEART_SCALE
0x42A	HIDDEN_ITEM_SEVEN_ISLAND_TANOBY_RUINS_HEART_SCALE_2
0x42B	HIDDEN_ITEM_SEVEN_ISLAND_TANOBY_RUINS_HEART_SCALE_3
0x42C	HIDDEN_ITEM_FIVE_ISLAND_ROCKET_WAREHOUSE_NEST_BALL
0x42D	HIDDEN_ITEM_FIVE_ISLAND_ROCKET_WAREHOUSE_NET_BALL
0x42E	HIDDEN_ITEM_UNDERGROUND_PATH_NORTH_SOUTH_TUNNEL_POTION
0x42F	HIDDEN_ITEM_UNDERGROUND_PATH_NORTH_SOUTH_TUNNEL_ANTIDOTE
0x430	HIDDEN_ITEM_UNDERGROUND_PATH_NORTH_SOUTH_TUNNEL_PARALYZE_HEAL
0x431	HIDDEN_ITEM_UNDERGROUND_PATH_NORTH_SOUTH_TUNNEL_AWAKENING
0x432	HIDDEN_ITEM_UNDERGROUND_PATH_NORTH_SOUTH_TUNNEL_BURN_HEAL
0x433	HIDDEN_ITEM_UNDERGROUND_PATH_NORTH_SOUTH_TUNNEL_ICE_HEAL
0x434	HIDDEN_ITEM_UNDERGROUND_PATH_NORTH_SOUTH_TUNNEL_ETHER
0x435	HIDDEN_ITEM_UNDERGROUND_PATH_EAST_WEST_TUNNEL_POTION
0x436	HIDDEN_ITEM_UNDERGROUND_PATH_EAST_WEST_TUNNEL_ANTIDOTE
0x437	HIDDEN_ITEM_UNDERGROUND_PATH_EAST_WEST_TUNNEL_PARALYZE_HEAL
0x438	HIDDEN_ITEM_UNDERGROUND_PATH_EAST_WEST_TUNNEL_AWAKENING
0x439	HIDDEN_ITEM_UNDERGROUND_PATH_EAST_WEST_TUNNEL_BURN_HEAL
0x43A	HIDDEN_ITEM_UNDERGROUND_PATH_EAST_WEST_TUNNEL_ICE_HEAL
0x43B	HIDDEN_ITEM_UNDERGROUND_PATH_EAST_WEST_TUNNEL_ETHER
0x43C	HIDDEN_ITEM_MT_MOON_B1F_TINY_MUSHROOM
0x43D	HIDDEN_ITEM_MT_MOON_B1F_TINY_MUSHROOM_2
0x43E	HIDDEN_ITEM_MT_MOON_B1F_TINY_MUSHROOM_3
0x43F	HIDDEN_ITEM_MT_MOON_B1F_BIG_MUSHROOM
0x440	HIDDEN_ITEM_MT_MOON_B1F_BIG_MUSHROOM_2
0x441	HIDDEN_ITEM_MT_MOON_B1F_BIG_MUSHROOM_3
0x442	HIDDEN_ITEM_THREE_ISLAND_BERRY_FOREST_RAZZ_BERRY
0x443	HIDDEN_ITEM_THREE_ISLAND_BERRY_FOREST_BLUK_BERRY
0x444	HIDDEN_ITEM_THREE_ISLAND_BERRY_FOREST_NANAB_BERRY
0x445	HIDDEN_ITEM_THREE_ISLAND_BERRY_FOREST_WEPEAR_BERRY
0x446	HIDDEN_ITEM_THREE_ISLAND_BERRY_FOREST_ORAN_BERRY
0x447	HIDDEN_ITEM_THREE_ISLAND_BERRY_FOREST_CHERI_BERRY
0x448	HIDDEN_ITEM_THREE_ISLAND_BERRY_FOREST_CHESTO_BERRY
0x449	HIDDEN_ITEM_THREE_ISLAND_BERRY_FOREST_PECHA_BERRY
0x44A	HIDDEN_ITEM_THREE_ISLAND_BERRY_FOREST_RAWST_BERRY
0x44B	HIDDEN_ITEM_THREE_ISLAND_BERRY_FOREST_ASPEAR_BERRY
0x44C	HIDDEN_ITEM_THREE_ISLAND_BERRY_FOREST_PERSIM_BERRY
0x44D	HIDDEN_ITEM_THREE_ISLAND_BERRY_FOREST_PINAP_BERRY
0x44E	HIDDEN_ITEM_THREE_ISLAND_BERRY_FOREST_LUM_BERRY
0x44F	HIDDEN_ITEM_ONE_ISLAND_TREASURE_BEACH_STARDUST
0x450	HIDDEN_ITEM_ONE_ISLAND_TREASURE_BEACH_STARDUST_2
0x451	HIDDEN_ITEM_ONE_ISLAND_TREASURE_BEACH_PEARL
0x452	HIDDEN_ITEM_ONE_ISLAND_TREASURE_BEACH_PEARL_2
0x453	HIDDEN_ITEM_ONE_ISLAND_TREASURE_BEACH_ULTRA_BALL
0x454	HIDDEN_ITEM_ONE_ISLAND_TREASURE_BEACH_ULTRA_BALL_2
0x455	HIDDEN_ITEM_ONE_ISLAND_TREASURE_BEACH_STAR_PIECE
